customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
10626.0,52.0,Other,North,Secondary,Salaried,800508.3391467,431320.6519993013,Car,611.6498249806872,2.220446049250313e-16,25.0,38.934579810115146,2017-04-28,0.0
11498.0,28.0,Female,West,Secondary,Self-Employed,213295.08366933168,660111.8296276603,Education,691.1364604173026,1.0,26.0,37.60662239764892,2018-02-15,0.0
11231.0,22.0,Male,West,Secondary,Self-Employed,184599.4162577996,330491.61501294974,Car,604.3077988873259,1.0,34.0,44.92421239682309,2016-11-03,0.0
10191.0,42.0,Male,South,Graduate,Self-Employed,517271.3680677349,709649.319838097,Business,624.6713143584234,1.0,30.0,52.40646845973494,2018-06-11,0.0
11507.0,34.0,Female,West,Secondary,Self-Employed,191599.58145265497,110360.96459972626,Other,553.8854915133448,1.0,30.0,42.73608638770119,2016-06-23,0.0
11329.0,43.9298733550331,Female,West,Post-Graduate,Salaried,745543.5597476463,122028.30442134995,Education,491.7917383760885,1.0,39.0,19.894411885673634,2018-06-07,0.0
11200.0,46.0,Male,West,Primary,Salaried,935623.4516666812,9489.22719817626,Other,703.8169008326915,2.0,32.0,64.18293205611276,2021-04-27,0.0
11621.0,64.0,Male,East,Post-Graduate,Salaried,716270.4622856898,394.6494957737159,Car,649.9865772561839,1.0,36.0,-7.113406872485022,2022-10-25,0.0
11238.0,44.0,Other,North,Post-Graduate,Salaried,521171.209101298,951649.1139881604,Other,693.2947979561155,3.0,29.0,61.371779934829455,2018-03-05,0.0
11428.0,54.0,Male,East,Primary,Unemployed,963442.7387396296,31703.66072437202,Home,556.607115709394,2.0,36.0,1.2563153285580526,2021-09-20,0.0
10661.0,56.0,Female,South,Graduate,Salaried,445576.1446384325,135904.1944825826,Other,654.1965013762722,2.0,31.0,51.09503184892346,2018-05-16,0.0
11478.0,68.0,Male,North,Primary,Salaried,-252241.68436265842,971265.5644298797,Home,552.0089669512352,3.0,27.0,59.1553260006818,2021-03-31,0.0
11783.0,43.8932873662855,Female,West,Primary,Self-Employed,624979.9619312253,254482.12077008077,Home,603.7501069516322,2.0,27.0,36.70764475629704,2018-09-18,0.0
10052.0,67.0,Female,North,Graduate,Self-Employed,691882.5921952579,339030.52019474225,Education,633.3501011431766,1.0,26.0,40.21672765707154,2016-08-23,0.0
10903.0,46.0,Male,South,Graduate,Salaried,632120.1332296086,59423.02017951044,Car,731.135953218377,1.0,34.0,48.76903758089213,2023-07-09,0.0
11125.0,26.0,Female,South,Primary,Salaried,450353.19897450856,397710.6815977355,Other,706.6875550381613,1.0,29.0,28.124450264868106,2021-01-17,0.0
10495.0,49.0,Male,East,Graduate,Salaried,434525.57095330046,76692.25344084797,Other,717.3198324975153,1.0,26.0,31.604415827615384,2023-10-14,0.0
11305.0,26.0,Male,South,Post-Graduate,Salaried,1061411.392318579,129322.30559635136,Home,644.5288190727131,2.0,23.0,68.89367250435743,2024-09-21,0.0
10768.0,29.0,Male,West,Primary,Salaried,620428.619293706,26532.209027289588,Other,782.9383304244814,4.0,20.0,28.48893624527584,2019-12-02,1.0
11945.0,58.0,Female,East,Primary,Salaried,772929.6724770672,1695.2085028375732,Car,587.6867238967978,3.0,38.0,21.16548056705472,2023-03-07,0.0
11924.0,29.0,Female,West,Graduate,Unemployed,645213.1523306407,26117.88857657602,Car,824.1876388634638,2.0,32.0,27.58499104799882,2016-05-03,0.0
10721.0,45.0,Male,South,Primary,Self-Employed,501138.3653024316,142517.69016875426,Education,675.9074978729301,2.0,32.0,60.26062905381577,2016-11-23,0.0
10988.0,43.0,Female,South,Secondary,Salaried,179211.7984908991,365630.05371251627,Education,747.1551152413558,1.0,38.0,45.70733841858722,2015-03-22,0.0
10049.0,43.90279036696641,Female,South,Primary,Unemployed,612228.1455982439,239578.13730954973,Business,620.9375017377232,2.0,26.0,38.8737383808018,2016-06-07,0.0
11083.0,43.0,Male,North,Graduate,Salaried,621045.3762959859,96462.4115555268,Car,640.231968789588,2.220446049250313e-16,35.0,41.37319110993105,2017-03-04,0.0
11281.0,48.0,Female,West,Graduate,Self-Employed,717697.6109917426,386189.22147585824,Home,754.3956253906375,2.0,31.0,54.37465624788509,2021-02-15,0.0
11322.0,44.0,Female,West,Primary,Salaried,630082.6469279097,419425.1546536057,Other,614.6265867726272,1.0,33.0,24.291820186613435,2018-03-10,0.0
11546.0,56.0,Other,West,Secondary,Salaried,1048100.5163326816,129233.73153343095,Other,651.6134344784814,1.0,32.0,58.87159418297695,2021-08-13,0.0
11263.0,57.0,Female,West,Primary,Self-Employed,781332.4579960583,76972.98517571404,Car,669.0618933589367,2.0,34.0,36.75887066821093,2019-04-07,0.0
11704.0,56.0,Other,West,Post-Graduate,Self-Employed,966394.5724363452,860451.8702927611,Home,524.9033089618478,2.0,30.0,39.316691113520974,2023-06-26,0.0
11678.0,59.0,Male,South,Post-Graduate,Salaried,1004757.8923475448,588065.5676560751,Other,679.7346571429151,2.0,33.0,15.197356241429823,2021-08-05,1.0
10079.0,27.0,Male,East,Primary,Salaried,793911.6231984356,409168.34795687714,Other,619.7327583638403,1.0,27.0,41.58610288775144,2022-03-10,0.0
10033.0,59.0,Male,East,Secondary,Salaried,85200.12255783891,61094.009792888915,Business,455.7412414970323,2.220446049250313e-16,31.0,57.3935331539455,2018-12-01,0.0
11529.0,38.0,Male,South,Graduate,Unemployed,897086.8169053799,307715.2279166279,Business,690.0519645230007,5.0,30.0,56.68897645833744,2022-02-20,1.0
10040.0,69.0,Male,North,Primary,Salaried,765541.2019443421,477857.93021096376,Business,651.4226167943451,4.0,37.0,39.23166337292597,2015-12-23,0.0
11570.0,26.0,Male,South,Primary,Salaried,536838.9337024998,206376.9415435852,Car,566.8604302481787,2.0,29.0,26.40282058703508,2021-10-24,0.0
11386.0,25.0,Female,North,Graduate,Salaried,689624.3452035912,562519.3290097964,Education,563.7844728724634,2.220446049250313e-16,40.0,36.55377432597951,2019-06-03,0.0
11335.0,46.0,Female,East,Graduate,Self-Employed,462154.9166933659,476363.6146510499,Other,845.6891196448294,4.0,19.0,65.00198447093864,2017-10-12,0.0
10022.0,47.0,Male,South,Secondary,Self-Employed,596005.1392790215,50845.734362267714,Home,614.4005520372631,2.0,35.0,60.4928910075986,2015-11-19,0.0
10258.0,26.0,Female,East,Secondary,Self-Employed,174798.99378804193,602621.7664390476,Car,740.4538568531111,3.0,29.0,32.54605103946601,2022-11-03,1.0
10371.0,21.0,Male,West,Graduate,Self-Employed,940808.140923613,260487.54295192016,Education,700.7445013064266,1.0,25.0,46.61518614066561,2015-02-09,1.0
11029.0,51.0,Male,West,Post-Graduate,Salaried,403044.0630633903,62656.849873173545,Business,614.2646848618449,2.0,36.0,46.57456363621404,2019-12-03,0.0
10345.0,34.0,Female,North,Secondary,Salaried,800541.1456236024,462674.90575263306,Education,566.3311830095857,1.0,23.0,24.078629254089247,2017-05-11,0.0
10460.0,50.0,Male,South,Secondary,Self-Employed,420657.32628238935,692751.6745283857,Other,778.6595003847135,1.0,38.0,52.311716913763526,2019-04-21,0.0
10354.0,55.0,Female,West,Primary,Unemployed,834779.2049008784,457101.9637745381,Education,650.3016157577363,2.220446049250313e-16,36.0,14.272028114923518,2021-07-17,0.0
10955.0,51.0,Male,West,Secondary,Self-Employed,549041.3465426989,376813.0529385999,Car,723.9930795460137,2.0,25.0,48.01949361317841,2024-03-21,0.0
10658.0,53.0,Female,North,Graduate,Salaried,-103678.67487295333,221684.02871340286,Other,508.7390027585515,2.0,29.0,40.767513387176585,2021-03-20,0.0
11092.0,37.0,Female,North,Secondary,Salaried,218419.307142373,956464.824211119,Car,627.0749254134836,1.0,33.0,48.20492400273457,2016-03-29,0.0
11311.0,52.0,Male,West,Graduate,Self-Employed,568012.2624820027,102444.04485887685,Home,523.350205382478,2.220446049250313e-16,37.0,46.14765576825287,2016-11-07,0.0
11780.0,21.0,Male,East,Graduate,Self-Employed,866167.7811092193,52940.02718770434,Car,613.5259610705339,4.0,25.0,38.806448978505465,2018-11-05,0.0
11208.0,55.0,Male,North,Graduate,Self-Employed,500559.5271632873,381878.1647865192,Education,767.6783767291674,5.0,27.0,67.60943245640732,2022-07-30,1.0
11979.0,43.89620295175552,Male,North,Secondary,Salaried,599887.6503294345,125984.69483499258,Education,590.154539832981,2.0,27.0,36.59331749470478,2023-07-15,0.0
11189.0,68.0,Female,East,Secondary,Self-Employed,397375.5645040553,154006.77376682332,Home,610.9131209327122,1.0,33.0,32.61556899277479,2016-11-27,0.0
11858.0,43.863223601199536,Female,South,Primary,Salaried,521469.6631862825,18921.199793521955,Other,808.0517288634077,1.0,22.0,43.65896702633732,2021-05-26,1.0
11139.0,26.0,Male,North,Primary,Salaried,649206.8054948045,695795.7342356734,Education,616.142101378654,3.0,33.0,32.389411751845174,2020-06-07,0.0
11973.0,20.0,Female,West,Graduate,Salaried,446347.5721837065,111011.89816507345,Education,651.8855016852033,2.0,33.0,17.580105115939638,2021-02-08,0.0
10554.0,49.0,Male,South,Graduate,Salaried,468529.4355687167,272378.7899296538,Education,808.9259300057224,3.0,32.0,22.00439067816726,2019-12-07,0.0
10547.0,21.0,Other,East,Secondary,Salaried,-523295.59303480503,214016.8317374928,Car,655.337778777261,3.0,34.0,22.409562251691284,2017-01-12,1.0
11181.0,43.88050784085595,Male,West,Graduate,Salaried,820759.1946327201,153916.40342852572,Car,566.8418590702333,2.0,27.0,60.11554613101502,2018-12-01,1.0
11693.0,69.0,Male,West,Graduate,Unemployed,618773.9495833635,549790.3750302386,Education,704.3366024185748,1.0,38.0,53.773324915771056,2015-06-17,0.0
10821.0,51.0,Male,West,Post-Graduate,Salaried,536495.0652457561,792695.6768403864,Business,644.3866640439036,5.0,35.0,53.04800240285772,2015-06-20,0.0
10059.0,24.0,Male,North,Graduate,Salaried,902219.4010540282,178967.24820912298,Home,594.3301543533836,1.0,20.0,38.42270129057001,2015-05-27,0.0
11762.0,26.0,Female,West,Graduate,Self-Employed,383239.1931196632,261134.57612152904,Education,715.803997966078,1.0,20.0,60.50368137355471,2019-12-01,1.0
10281.0,45.0,Male,West,Graduate,Self-Employed,456228.05330177874,4007.20633253461,Education,786.5457176283593,1.0,28.0,34.96209779137862,2022-10-27,0.0
10407.0,64.0,Male,South,Post-Graduate,Salaried,579366.1526697853,513575.31057892303,Business,814.1316952803553,1.0,30.0,22.510876232085376,2017-03-09,1.0
10633.0,42.0,Female,East,Graduate,Salaried,845158.1287774835,345821.1288225548,Home,620.5754142708325,4.0,24.0,22.984785877290477,2024-04-12,0.0
11052.0,21.0,Female,North,Secondary,Self-Employed,561389.5326853071,9313.597481158504,Education,605.6098932868243,2.0,34.0,10.735879818559454,2015-06-22,0.0
11825.0,57.0,Male,North,Graduate,Salaried,705057.5827122553,382985.6729074519,Business,568.5996827290361,1.0,32.0,41.801091969595255,2023-03-14,0.0
11563.0,62.0,Female,North,Secondary,Salaried,693888.7305081397,468502.7137201328,Other,627.0863524013954,1.0,37.0,46.91276089477351,2018-08-17,0.0
11488.0,39.0,Male,West,Secondary,Salaried,900068.494255347,311292.139571538,Business,665.1309136330459,2.220446049250313e-16,31.0,50.81584618362627,2023-05-13,0.0
10628.0,47.0,Male,East,Post-Graduate,Salaried,752929.89342043,177319.22490964778,Car,563.6557770137807,1.0,22.0,46.39657077183864,2022-04-08,0.0
11124.0,34.0,Male,East,Graduate,Salaried,368753.39033550746,83472.52648991335,Education,751.326742602617,2.0,34.0,55.50479477607716,2016-06-07,0.0
10085.0,25.0,Male,South,Secondary,Salaried,662072.0628877135,25480.39495020453,Other,694.2033853651773,2.0,17.0,31.88695591897421,2016-06-28,0.0
11396.0,43.902832773008306,Male,South,Secondary,Unemployed,602210.4430887209,62818.449938688165,Home,534.3177828844468,1.0,24.0,35.850710134772186,2019-07-01,0.0
10996.0,60.0,Male,West,Secondary,Self-Employed,458826.9710605197,561779.8349975698,Education,522.1432072621204,2.0,42.0,7.071046239549993,2016-04-02,0.0
10535.0,27.0,Female,West,Graduate,Salaried,710087.0875959798,525298.3239293543,Car,712.7760999429412,1.0,28.0,24.49129679028824,2016-10-13,0.0
10958.0,43.0,Male,West,Primary,Salaried,904342.905889318,421302.6441181044,Home,680.5676761747209,2.0,26.0,18.54864826051997,2024-04-16,0.0
11110.0,43.87707520791978,Female,East,Post-Graduate,Salaried,1231566.045031242,946185.324134028,Car,683.1130223118868,2.0,32.0,38.004104275203474,2017-10-30,0.0
11960.0,20.0,Female,South,Graduate,Self-Employed,307432.64971957507,472964.68926034175,Business,641.1101301194409,1.0,30.0,35.57852305231341,2022-09-16,0.0
11914.0,43.0,Male,West,Graduate,Self-Employed,610014.295566258,282400.83591299294,Business,641.0055343652257,2.220446049250313e-16,24.0,61.46438220826224,2021-10-23,0.0
10328.0,63.0,Female,East,Post-Graduate,Salaried,620878.5838839991,311751.58413064334,Other,635.1827433829412,2.0,39.0,45.53988424669718,2021-06-27,0.0
11290.0,40.0,Male,South,Primary,Salaried,1064182.9010470368,494384.32305608655,Education,692.7787724830043,1.0,25.0,59.65339096742163,2016-12-06,0.0
10266.0,43.0,Female,West,Graduate,Salaried,652895.1980191887,86944.89239986156,Education,702.6434688584324,1.0,30.0,52.95662891487611,2020-08-24,0.0
11610.0,23.0,Male,North,Secondary,Salaried,495350.7255337684,63137.348466460535,Business,739.1794870088884,4.0,20.0,56.3097591411023,2021-02-20,1.0
10630.0,66.0,Male,East,Graduate,Salaried,765925.6089844182,24889.37333588436,Home,660.0054491408389,4.0,31.0,36.885190570780125,2018-08-02,0.0
10797.0,22.0,Male,West,Primary,Salaried,406737.69374698726,116087.84898820551,Home,477.3672455346245,1.0,20.0,15.221811006045456,2024-01-14,0.0
11064.0,53.0,Male,South,Post-Graduate,Salaried,585392.8641864116,95653.59049194283,Car,744.0360391069739,4.0,22.0,45.542880166862304,2022-09-21,0.0
11185.0,57.0,Male,North,Graduate,Self-Employed,395326.6439434648,326797.8887817992,Home,812.8317546562569,2.0,27.0,47.53166703900292,2017-04-23,0.0
10235.0,50.0,Female,North,Secondary,Self-Employed,347399.98668007564,201586.10188636644,Home,647.4493684992498,1.0,36.0,40.54381317619538,2018-04-10,1.0
11164.0,59.0,Male,South,Primary,Salaried,-112976.96019566886,133947.86578410992,Car,650.6325635819159,1.0,40.0,33.922055253242526,2023-09-15,0.0
11523.0,62.0,Male,South,Post-Graduate,Self-Employed,-727752.5696925793,185093.0591261759,Business,604.4405153520769,4.0,27.0,56.43820989384599,2020-02-21,0.0
10487.0,43.0,Female,North,Post-Graduate,Salaried,116875.5687390769,355473.50423105294,Other,653.0484496011551,3.0,21.0,33.17418051999378,2018-10-27,0.0
11426.0,21.0,Male,South,Post-Graduate,Salaried,373905.4549618181,55527.59126853332,Car,568.4956011740042,4.0,32.0,40.60841564902661,2023-11-29,1.0
11589.0,51.0,Male,North,Secondary,Salaried,1006678.5914990128,240547.48791142736,Business,541.4031091495372,3.0,32.0,38.49070377629103,2020-12-15,0.0
11597.0,66.0,Male,East,Graduate,Self-Employed,648934.0119424999,38335.082647667616,Home,825.1649740224857,3.0,29.0,75.97305729203484,2015-07-24,0.0
11874.0,63.0,Male,South,Graduate,Salaried,300185.3750182683,198413.95458211476,Education,747.2707350506877,1.0,28.0,38.81189098224596,2021-06-30,0.0
10045.0,38.0,Male,North,Secondary,Salaried,657204.4777448651,11755.015594378405,Other,729.9028198633134,3.0,37.0,45.599619875570255,2019-06-23,0.0
11724.0,32.0,Male,North,Secondary,Unemployed,649481.8872747418,300966.0825353174,Car,583.5884295235907,2.220446049250313e-16,26.0,25.793101965561824,2018-02-12,0.0
10656.0,69.0,Male,North,Secondary,Self-Employed,325732.54030133726,93303.66773479705,Car,618.3595015896632,2.220446049250313e-16,33.0,42.830876277929065,2024-02-06,0.0
11816.0,30.0,Male,North,Graduate,Salaried,432280.5948100799,57414.33568881656,Business,652.728290390979,3.0,30.0,51.97223432722849,2019-05-22,0.0
10950.0,22.0,Male,South,Primary,Self-Employed,367232.3559275392,11718.147450810997,Car,675.554821833744,3.0,24.0,70.7898150462659,2018-09-01,0.0
11341.0,38.0,Male,North,Post-Graduate,Salaried,13624.369096943992,78316.20016514175,Education,585.6497245863998,1.0,26.0,30.553852460920357,2021-06-12,0.0
10980.0,31.0,Male,South,Post-Graduate,Salaried,401882.4104105256,609684.4352607594,Car,633.5435999423848,2.0,24.0,41.29789137013515,2017-01-20,0.0
11754.0,66.0,Male,West,Secondary,Self-Employed,414273.16680469294,5948.26332660456,Other,690.1985665902321,2.0,30.0,40.00775409671774,2020-05-11,0.0
10806.0,50.0,Female,North,Graduate,Self-Employed,1001643.4645186722,41519.316430637264,Other,579.5665590419692,4.0,33.0,20.44787701480038,2023-02-24,0.0
11249.0,28.0,Female,East,Primary,Salaried,179998.81361753796,7328.623669861292,Home,550.0030512483294,2.0,27.0,10.58342595966306,2023-09-23,0.0
10390.0,50.0,Male,East,Secondary,Salaried,227203.81470865937,118281.90117818883,Education,709.1779901068638,4.0,27.0,15.33689082947868,2015-10-01,1.0
11584.0,61.0,Male,South,Graduate,Salaried,598967.6895541551,294181.7931307577,Business,540.1670647955525,4.0,32.0,47.116234495003326,2018-03-28,0.0
11288.0,39.0,Male,East,Post-Graduate,Salaried,739987.8568298367,127688.29832205069,Education,634.0554022186384,3.0,26.0,36.80651381578176,2022-11-20,0.0
10348.0,43.893584289879044,Female,South,Secondary,Salaried,621749.9790242555,68618.5032157134,Car,652.138963006122,3.0,23.0,37.70806344929807,2023-08-10,0.0
10116.0,52.0,Male,North,Graduate,Self-Employed,644140.2499637343,170539.61665963868,Home,466.8873049076489,1.0,27.0,24.09415273922818,2018-09-11,0.0
11534.0,18.0,Male,East,Post-Graduate,Salaried,1078286.2641182526,318943.4516432259,Home,682.2941758686515,1.0,34.0,23.468422274278247,2024-12-05,0.0
11176.0,40.0,Male,East,Primary,Salaried,610283.829303032,341078.84124827856,Car,749.281583086621,2.0,32.0,32.007704454378015,2016-09-27,0.0
11941.0,21.0,Male,East,Primary,Salaried,621561.137334933,253279.6212603286,Home,660.7097500532634,3.0,30.0,39.69920288997368,2018-12-19,0.0
11196.0,59.0,Male,West,Secondary,Self-Employed,485869.5595579726,346367.89374957624,Other,656.5168822561903,3.0,22.0,58.27002765536543,2016-10-05,0.0
10219.0,69.0,Male,West,Graduate,Salaried,173824.343211547,188378.09940670908,Other,536.9515848163178,5.0,29.0,58.12221341897576,2019-08-14,0.0
10489.0,26.0,Female,South,Secondary,Salaried,499380.7013245802,301316.9960728236,Business,672.6083342973695,4.0,33.0,34.923814833901936,2015-10-09,0.0
10225.0,54.0,Male,East,Secondary,Self-Employed,106819.61795072077,677272.8137408561,Education,534.2722038744222,2.220446049250313e-16,29.0,52.48061777720186,2024-09-11,0.0
10901.0,34.0,Female,North,Graduate,Salaried,528773.8083446173,55209.51621437725,Business,692.7796257910215,2.220446049250313e-16,29.0,44.55810941604581,2019-04-24,1.0
11448.0,64.0,Female,North,Secondary,Self-Employed,960382.495430721,336278.53051584284,Car,521.1141236537212,2.0,31.0,39.46452508985863,2023-03-05,0.0
10666.0,48.0,Male,West,Secondary,Salaried,925202.0074742986,244065.1662614659,Home,664.760755704149,3.0,24.0,50.25775507378718,2019-07-05,1.0
11917.0,31.0,Male,South,Primary,Salaried,265061.18667596264,306837.76692862785,Education,616.7628759535792,2.0,32.0,50.11740191587008,2020-07-25,1.0
10816.0,39.0,Male,North,Post-Graduate,Salaried,621679.6666889902,580365.9338206032,Business,719.2220483488722,4.0,28.0,22.62257867786656,2023-03-13,0.0
10667.0,22.0,Male,North,Primary,Salaried,780770.0083691161,115370.99918151152,Business,823.8004471339642,2.0,20.0,39.51411592006541,2022-09-09,0.0
11639.0,67.0,Male,West,Graduate,Salaried,839593.9261620144,4720.125334320939,Other,711.6041424592559,3.0,22.0,33.76443702659282,2019-11-23,0.0
11677.0,62.0,Male,South,Secondary,Unemployed,225355.25069325243,67670.75797011121,Education,537.8515253966478,2.0,26.0,26.26508247729276,2024-06-30,0.0
10058.0,64.0,Female,North,Secondary,Salaried,770534.4165847438,33102.86740300112,Education,674.8963849955893,2.0,28.0,50.96645646064501,2021-01-01,0.0
10220.0,29.0,Female,North,Graduate,Self-Employed,845431.1685524089,591234.0208109765,Other,711.1710009296813,3.0,28.0,41.273915310143096,2023-12-16,0.0
11071.0,28.0,Female,South,Graduate,Unemployed,541077.4042349595,276381.78223570826,Other,795.6703055562547,1.0,31.0,56.19029440106112,2018-02-09,0.0
11658.0,43.897327098074875,Male,West,Secondary,Self-Employed,345737.6367621664,251476.70978556664,Other,660.5188054821894,3.0,30.0,43.16789521799002,2019-10-18,0.0
